Candidato - nome de urna;SG_PARTIDO;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_DECLARAR_BENS
PROFESSORA MARIA HELENA;REDE;BRASILEIRA NATA;64;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
PROFESSORA MARLI;PP;BRASILEIRA NATA;63;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSORA NARA;REDE;BRASILEIRA NATA;56;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
PROFESSORA NILCE;CIDADANIA;BRASILEIRA NATA;63;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
PROFESSORA SIMONE CARVALHO;PP;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
QUEXIN WILLIAMS;PSL;BRASILEIRA NATA;42;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
RACHEL LIMA;PTB;BRASILEIRA NATA;40;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
RAFAEL GUERRA;PATRIOTA;BRASILEIRA NATA;40;MASCULINO;LÊ E ESCREVE;DIVORCIADO(A);PARDA;S
RAFAEL HORÁCIO;DEM;BRASILEIRA NATA;34;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;S
RAFAEL PEREIRA;PSC;BRASILEIRA NATA;30;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
RAFAELA SUTÉRIO;REPUBLICANOS;BRASILEIRA NATA;24;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
RAIMUNDO CARVALHO;PSC;BRASILEIRA NATA;69;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
RAIMUNDO COSTA;PV;BRASILEIRA NATA;64;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
RAIMUNDO GRAÇA;DEM;BRASILEIRA NATA;34;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);SEM INFORMAÇÃO;S
RAMON BIBIANO DA CASA DE APOIO;PSD;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
RAMON SUPERBIKE;PMN;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
RANDOLFO BARÃO;PV;BRASILEIRA NATA;71;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
RAQUEL DA ÓTICA;PMN;BRASILEIRA NATA;43;FEMININO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;S
RAQUEL LIDERANÇA;PODE;BRASILEIRA NATA;39;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
RAQUEL PINHO KELL;PTB;BRASILEIRA NATA;54;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
REGINALDO DO POSTO DE SAÚDE;PL;BRASILEIRA NATA;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
REGINALDO SESSY;PDT;BRASILEIRA NATA;58;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
REINALDINHO;PROS;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
REINALDO GOMES PRETO SACOLÃO;MDB;BRASILEIRA NATA;51;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;S
REINALDO MELO;PTC;BRASILEIRA NATA;42;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
REJANE SALES;PSDB;BRASILEIRA NATA;52;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
RENATA ANDRADE;PTC;BRASILEIRA NATA;45;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
RENATA DA FEDERAÇÃO;REPUBLICANOS;BRASILEIRA NATA;43;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
RENATA NASCIMENTO;PODE;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
RENATA PORTELA;REPUBLICANOS;BRASILEIRA NATA;47;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
RENATA ROSA;PODE;BRASILEIRA NATA;46;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;N
RENATO ALVES;REDE;BRASILEIRA NATA;32;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
RENATO CUNHA;REPUBLICANOS;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
RENATO DA QUADRA;PC do B;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
RENATO DO SALÃO;REPUBLICANOS;BRASILEIRA NATA;32;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
RENATO LEITE;PDT;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
RENATO MATOS CANTOR;PTB;BRASILEIRA NATA;53;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;S
RENATO PINHEIRO;PV;BRASILEIRA NATA;53;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;N
RENILDA FILGUEIRA;PSL;BRASILEIRA NATA;61;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
REPORTER PABLO TIAGO;DC;BRASILEIRA NATA;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
RICARDO CASQUINHA;PSL;BRASILEIRA NATA;55;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;S
RICARDO DA FARMACIA;PMN;BRASILEIRA NATA;70;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;S
RICARDO DO BAR;PV;BRASILEIRA NATA;50;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
RICARDO DO BAR RAIMUNDÃO;MDB;BRASILEIRA NATA;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
RICARDO NUNES;NOVO;BRASILEIRA NATA;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
RICARDO SILVEIRA;PSDB;BRASILEIRA NATA;56;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;S
RITA TORRES;PSDB;BRASILEIRA NATA;59;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
RITA UIARA;PSDB;BRASILEIRA NATA;38;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
ROBERT WILLIAM;PTB;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
ROBERTA DANY;PTC;BRASILEIRA NATA;41;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
ROBERTO AMARAL;PP;BRASILEIRA NATA;58;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
ROBERTO BERNARDO GUILHOTINA;PTB;BRASILEIRA NATA;50;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;S
ROBERTO BIN LADEN;PSB;BRASILEIRA NATA;52;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
ROBERTO DA FARMÁCIA;AVANTE;BRASILEIRA NATA;52;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);PARDA;S
ROBERTO NOGUEIRA;PL;BRASILEIRA NATA;60;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
ROBERTO ROBINI;PV;BRASILEIRA NATA;54;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;S
ROBERTO ROMEIKE;PT;BRASILEIRA NATA;34;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
ROBERTO SEESTEL;PP;BRASILEIRA NATA;66;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
ROBERTO TAVARES;PSDB;BRASILEIRA NATA;63;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
ROBSON FERRARY;PTB;BRASILEIRA NATA;39;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
ROBSON TRABALHADOR INFORMAL;PSOL;BRASILEIRA NATA;52;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
RODOLPHO DODÔ DO LAVAJATO;PTC;BRASILEIRA NATA;31;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;S
RODOLPHO LACERDA;PT;BRASILEIRA NATA;58;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);BRANCA;S
RODRIGO BEDRAN;NOVO;BRASILEIRA NATA;37;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
RODRIGO BRITO;PSL;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
RODRIGO FIÚZA;PSB;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
RODRIGO KAIQUE;PDT;BRASILEIRA NATA;29;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
RODRIGO MOTOZEIROS;PSB;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
RODRIGO NETCHEKA;REPUBLICANOS;BRASILEIRA NATA;55;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
ROGERINHO DA SÃO GERERÊ;REDE;BRASILEIRA NATA;61;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
ROGERIO ALKIMIM;PMN;BRASILEIRA NATA;42;MASCULINO;ENSINO MÉDIO INCOMPLETO;DIVORCIADO(A);BRANCA;N
ROGERIO DO BARREIRO;PT;BRASILEIRA NATA;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
ROGÉRIO NAKAMURA;PSDB;BRASILEIRA NATA;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);AMARELA;S
ROGÉRIO SANDY;PROS;BRASILEIRA NATA;55;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;S
RÓGERIS ALBERTO;PC do B;BRASILEIRA NATA;36;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;S
ROMÁRIO;PV;BRASILEIRA NATA;56;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;S
RÔMULO BULDRINI FILOGÔNIO;NOVO;BRASILEIRA NATA;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
RONALDINHO SÓSIA;REDE;BRASILEIRA NATA;36;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;S
RONALDO ALMEIDA;DC;BRASILEIRA NATA;65;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
RONALDO DA COSTA;PMN;BRASILEIRA NATA;62;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
RONALDO DO PANELA DE PEDRA;PL;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;S
RONALDO TEIXEIRA;CIDADANIA;BRASILEIRA NATA;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
RONALDO VIANA;REDE;BRASILEIRA NATA;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
RONDINELE FELEX;PSDB;BRASILEIRA NATA;42;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;N
RONE - PAIZÃO;PSDB;BRASILEIRA NATA;48;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PARDA;N
RONI MARTINS;PTB;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);AMARELA;S
ROSA FLOR;SOLIDARIEDADE;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
ROSA SANTOS;PTC;BRASILEIRA NATA;45;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
ROSANGELA SANGUINETE;DEM;BRASILEIRA NATA;69;FEMININO;LÊ E ESCREVE;DIVORCIADO(A);BRANCA;S
ROSANIA ROSA;PC do B;BRASILEIRA NATA;39;FEMININO;SUPERIOR COMPLETO;CASADO(A);AMARELA;S
ROSE CARVALHO;PATRIOTA;BRASILEIRA NATA;46;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
ROSE MICCRONI;PSD;BRASILEIRA NATA;62;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);PARDA;S
ROSE PAIXÃO;REDE;BRASILEIRA NATA;49;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PARDA;S
ROSELANE ANDREA;PT;BRASILEIRA NATA;54;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
ROSELANE SPORTS;PTB;BRASILEIRA NATA;55;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
ROSELI HEIDERICK;AVANTE;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PRETA;S
ROSILANE DE PAULA;PRTB;BRASILEIRA NATA;51;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;N
RÓSNEI CAETANO;CIDADANIA;BRASILEIRA NATA;66;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
ROSSINI CÂMARA TICO;PSC;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
ROSY LOBO;MDB;BRASILEIRA NATA;52;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
ROSY ROSA;PROS;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
RUAN;DEM;BRASILEIRA NATA;46;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);SEM INFORMAÇÃO;S
RUBÃO;PP;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
RUDSON PAIXAO;PMN;BRASILEIRA NATA;27;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
RUI SABINO;PTC;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PRETA;S
SABRINA BRAUN;PT;BRASILEIRA NATA;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
SAMUEL MIRANDA;PV;BRASILEIRA NATA;58;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
SAMUEL RASEC;PDT;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
SANDRA;SOLIDARIEDADE;BRASILEIRA NATA;52;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
SANDRA CABELEIREIRA;PL;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
SANDRA DA SAÚDE;MDB;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
SANTUZA RODRIGUES;PC do B;BRASILEIRA NATA;67;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
SÃOZINHA;PSB;BRASILEIRA NATA;57;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SARA AZEVEDO;PSOL;BRASILEIRA NATA;35;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SARGENTO BAHIA;PATRIOTA;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SARGENTO CAMARGO;SOLIDARIEDADE;BRASILEIRA NATA;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
SARGENTO CARLOS ROBÉRIO;PATRIOTA;BRASILEIRA NATA;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SARGENTO FLÁVIO AUGUSTO BOMBEI;PODE;BRASILEIRA NATA;47;MASCULINO;LÊ E ESCREVE;CASADO(A);PARDA;S
SARGENTO MARTELETO;PRTB;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SARGENTO SALUSTIANO;PP;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
SARGENTO WALTER DA CUME;PTB;BRASILEIRA NATA;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
SÁVIO COSTA;REPUBLICANOS;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
SEBASTIÃO PINHO ZINHO TUPI;PROS;BRASILEIRA NATA;53;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;S
SEBASTIÃO PRUDENTE;REPUBLICANOS;BRASILEIRA NATA;70;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PRETA;S
SEMIA ABBOUD;PSD;BRASILEIRA NATA;61;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;S
SERGINHO DE PAULA;SOLIDARIEDADE;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
SERGINHO DO VÔLEI;PV;BRASILEIRA NATA;42;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
SERGINHO PAIZÃO;PTB;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
SERGIO ARAUJO DO GALO;AVANTE;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PRETA;S
SERGIO BOTINHA;PMN;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
SERGIO CASSEMIRO;PSL;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SERGIO DE OLIVEIRA;PDT;BRASILEIRA NATA;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SERGIO FERNANDO PINHO TAVARES;PL;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
SERGIO MECÂNICO;PV;BRASILEIRA NATA;56;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
SERGIO REIS;PMN;BRASILEIRA NATA;54;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRANCA;S
SERGIVAN SANTANA;PSL;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
SERJÃO;PATRIOTA;BRASILEIRA NATA;46;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
SERJÃO DA HABITAÇÃO;PSB;BRASILEIRA NATA;61;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;N
SGT CABO VILSON;PP;BRASILEIRA NATA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SGT DA PAZ;PRTB;BRASILEIRA NATA;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
SHIRLEY FONSECA;PSD;BRASILEIRA NATA;43;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;S
SIBELE DA EXPANSÃO;PL;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
SIL PIMENTEL;REPUBLICANOS;BRASILEIRA NATA;45;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
SILAS;PTB;BRASILEIRA NATA;51;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
SILAS RASTRO;DC;BRASILEIRA NATA;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SILTON RIBEIRO;PODE;BRASILEIRA NATA;58;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;S
SILVANA DA PETECA;PP;BRASILEIRA NATA;52;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
SILVANA DA TRANSILVANA;PL;BRASILEIRA NATA;55;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
SILVIA TEIXEIRA;PDT;BRASILEIRA NATA;58;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
SILVIA TOLENTINO;DEM;BRASILEIRA NATA;42;FEMININO;LÊ E ESCREVE;DIVORCIADO(A);BRANCA;S
SILVIO MOTOS;PMN;BRASILEIRA NATA;44;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;S
SIMAR DA PANELA;AVANTE;BRASILEIRA NATA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
SÓCRATES;REDE;BRASILEIRA NATA;62;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;S
SOL DO BOMBOM;DEM;BRASILEIRA NATA;56;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);PRETA;S
SOL PURI;PSOL;BRASILEIRA NATA;46;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);INDÍGENA;N
SOLANDIA COELHO;PMN;BRASILEIRA NATA;63;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;S
SOLANGE GOMES;PL;BRASILEIRA NATA;47;FEMININO;ENSINO MÉDIO INCOMPLETO;DIVORCIADO(A);BRANCA;S
SOMÁLIA;PP;BRASILEIRA NATA;43;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;S
SÔNIA DO DANDARA;PSD;BRASILEIRA NATA;54;FEMININO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;S
SÔNIA DO POVO;PROS;BRASILEIRA NATA;55;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
SÔNIA KID BAIANA;PSB;BRASILEIRA NATA;61;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;N
SÔNIA LANSKY DA COLETIVA;PT;BRASILEIRA NATA;58;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
SÔNIA VIEIRA;PSC;BRASILEIRA NATA;48;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
SONINHA DA ENFERMAGEM;PTB;BRASILEIRA NATA;51;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;S
SOUZA DANTAS;PCB;BRASILEIRA NATA;88;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);PARDA;S
SOUZA DIZ;PODE;BRASILEIRA NATA;63;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
SR ANTÔNIO;PC do B;BRASILEIRA NATA;68;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;N
STEPHANIE SOUZA;PMN;BRASILEIRA NATA;34;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
STEWART DA MGS;DC;BRASILEIRA NATA;46;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
SU DO YAKULT;DEM;BRASILEIRA NATA;41;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;S
SUB TENENTE VILMO GOMES;PSC;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
SUELEN STEFANE;CIDADANIA;BRASILEIRA NATA;24;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
SUELI ANTÔNIA;DEM;BRASILEIRA NATA;57;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;S
SUELI XAVIER;DC;BRASILEIRA NATA;57;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
SUELY MATOS;PSD;BRASILEIRA NATA;54;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
SUMAIA ABENÇOADA;CIDADANIA;BRASILEIRA NATA;58;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;N
SUZANA ENFERMEIRA;PP;BRASILEIRA NATA;37;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
SYLLAS VALADÃO;PMN;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
TALES DOUGLAS;PROS;BRASILEIRA NATA;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
TAMMY CELESTE;PROS;BRASILEIRA NATA;29;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);BRANCA;S
TANIA CASTRO;PV;BRASILEIRA NATA;60;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
TARCÍSIO CAIXETA;REDE;BRASILEIRA NATA;64;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
TATI MOREIRA;PMN;BRASILEIRA NATA;32;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
TATI VASCONCELOS;PTC;BRASILEIRA NATA;43;FEMININO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;S
TATIANE CARVALHO;PODE;BRASILEIRA NATA;43;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
TAVIM DO DOM BOSCO;MDB;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
TAVINHO LUIZ OTAVIO;PATRIOTA;BRASILEIRA NATA;24;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;S
THABATA MARIE;PSC;BRASILEIRA NATA;27;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
THALES CIDADE RADICAL;AVANTE;BRASILEIRA NATA;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
THERIS ALTERNATIVA;SOLIDARIEDADE;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
THIAGO CAMARGOS;PCB;BRASILEIRA NATA;35;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
THIAGO DE OLIVEIRA;PSDB;BRASILEIRA NATA;34;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PRETA;N
